,Classification
160402,Normal
160403,Fraud
160404,Normal
160405,Normal
160406,Normal
160407,Normal
160408,Normal
160409,Normal
160410,Fraud
160411,Normal
160412,Normal
160413,Normal
160414,Normal
160415,Normal
160416,Normal
160417,Normal
160418,Normal
160419,Normal
160420,Normal
160421,Normal
160422,Fraud
160423,Normal
160424,Normal
160425,Normal
160426,Normal
160427,Normal
160428,Normal
160429,Normal
160430,Normal
160431,Normal
160432,Normal
160433,Normal
160434,Normal
160435,Normal
160436,Normal
160437,Normal
160438,Normal
160439,Normal
160440,Normal
160441,Normal
160442,Normal
160443,Normal
160444,Normal
160445,Normal
160446,Normal
160447,Normal
160448,Normal
160449,Normal
160450,Normal
160451,Normal
160452,Normal
160453,Normal
160454,Normal
160455,Normal
160456,Normal
160457,Normal
160458,Normal
160459,Normal
160460,Normal
160461,Normal
160462,Normal
160463,Normal
160464,Normal
160465,Normal
160466,Normal
160467,Normal
160468,Normal
160469,Normal
160470,Normal
160471,Fraud
160472,Normal
160473,Normal
160474,Normal
160475,Normal
160476,Normal
160477,Normal
160478,Normal
160479,Normal
160480,Normal
160481,Normal
160482,Normal
160483,Normal
160484,Normal
160485,Normal
160486,Normal
160487,Normal
160488,Normal
160489,Normal
160490,Normal
160491,Normal
160492,Normal
160493,Normal
160494,Normal
160495,Normal
160496,Normal
160497,Normal
160498,Normal
160499,Normal
160500,Normal
160501,Normal
160502,Normal
160503,Normal
160504,Normal
160505,Normal
160506,Normal
160507,Normal
160508,Normal
160509,Normal
160510,Normal
160511,Normal
160512,Normal
160513,Normal
160514,Normal
160515,Normal
160516,Normal
160517,Normal
160518,Normal
160519,Normal
160520,Normal
160521,Normal
160522,Normal
160523,Normal
160524,Normal
160525,Normal
160526,Normal
160527,Normal
160528,Normal
160529,Normal
160530,Normal
160531,Normal
160532,Normal
160533,Normal
160534,Normal
160535,Normal
160536,Normal
160537,Normal
160538,Fraud
160539,Normal
160540,Normal
160541,Normal
160542,Fraud
160543,Normal
160544,Normal
160545,Normal
160546,Normal
160547,Normal
160548,Normal
160549,Normal
160550,Normal
160551,Normal
160552,Normal
160553,Normal
160554,Normal
160555,Normal
160556,Normal
160557,Normal
160558,Normal
160559,Normal
160560,Normal
160561,Normal
160562,Normal
160563,Normal
160564,Normal
160565,Normal
160566,Normal
160567,Normal
160568,Normal
160569,Normal
160570,Fraud
160571,Normal
160572,Normal
160573,Normal
160574,Normal
160575,Normal
160576,Normal
160577,Normal
160578,Normal
160579,Normal
160580,Normal
160581,Normal
160582,Normal
160583,Normal
160584,Normal
160585,Normal
160586,Normal
160587,Normal
160588,Normal
160589,Normal
160590,Normal
160591,Normal
160592,Normal
160593,Normal
160594,Normal
160595,Normal
160596,Normal
160597,Normal
160598,Normal
160599,Normal
160600,Normal
160601,Normal
160602,Normal
160603,Normal
160604,Normal
160605,Normal
160606,Normal
160607,Normal
160608,Normal
160609,Normal
160610,Normal
160611,Normal
160612,Normal
160613,Normal
160614,Normal
160615,Normal
160616,Normal
160617,Normal
160618,Normal
160619,Normal
160620,Normal
160621,Normal
160622,Normal
160623,Normal
160624,Normal
160625,Normal
160626,Normal
160627,Normal
160628,Normal
160629,Normal
160630,Normal
160631,Normal
160632,Normal
160633,Normal
160634,Normal
160635,Normal
160636,Normal
160637,Normal
160638,Fraud
160639,Normal
160640,Normal
160641,Normal
160642,Normal
160643,Normal
160644,Normal
160645,Normal
160646,Normal
160647,Normal
160648,Normal
160649,Normal
160650,Normal
160651,Normal
160652,Normal
160653,Normal
160654,Normal
160655,Normal
160656,Normal
160657,Normal
160658,Normal
160659,Normal
160660,Normal
160661,Normal
160662,Fraud
160663,Normal
160664,Normal
160665,Normal
160666,Normal
160667,Normal
160668,Normal
160669,Normal
160670,Normal
160671,Normal
160672,Normal
160673,Normal
160674,Normal
160675,Normal
160676,Normal
160677,Normal
160678,Normal
160679,Normal
160680,Normal
160681,Normal
160682,Normal
160683,Normal
160684,Normal
160685,Normal
160686,Normal
160687,Normal
160688,Normal
160689,Normal
160690,Normal
160691,Normal
160692,Normal
160693,Normal
160694,Normal
160695,Normal
160696,Normal
160697,Normal
160698,Normal
160699,Normal
160700,Normal
160701,Normal
160702,Normal
160703,Normal
160704,Normal
160705,Normal
160706,Normal
160707,Normal
160708,Normal
160709,Normal
160710,Normal
160711,Normal
160712,Normal
160713,Normal
160714,Normal
160715,Normal
160716,Normal
160717,Normal
160718,Normal
160719,Normal
160720,Normal
160721,Normal
160722,Normal
160723,Normal
160724,Normal
160725,Normal
160726,Normal
160727,Normal
160728,Normal
160729,Normal
160730,Normal
160731,Normal
160732,Normal
160733,Normal
160734,Normal
160735,Normal
160736,Normal
160737,Fraud
160738,Normal
160739,Normal
160740,Normal
160741,Normal
160742,Normal
160743,Fraud
160744,Normal
160745,Fraud
160746,Normal
160747,Normal
160748,Normal
160749,Normal
160750,Normal
160751,Normal
160752,Normal
160753,Normal
160754,Normal
160755,Normal
160756,Normal
160757,Normal
160758,Normal
160759,Fraud
160760,Normal
160761,Normal
160762,Normal
160763,Normal
160764,Normal
160765,Normal
160766,Normal
160767,Normal
160768,Normal
160769,Normal
160770,Normal
160771,Normal
160772,Normal
160773,Normal
160774,Normal
160775,Normal
160776,Normal
160777,Normal
160778,Normal
160779,Normal
160780,Normal
160781,Normal
160782,Normal
160783,Normal
160784,Normal
160785,Normal
160786,Normal
160787,Normal
160788,Normal
160789,Normal
160790,Normal
160791,Normal
160792,Normal
160793,Normal
160794,Fraud
160795,Normal
160796,Normal
160797,Normal
160798,Normal
160799,Normal
160800,Normal
160801,Normal
160802,Normal
160803,Normal
160804,Normal
160805,Normal
160806,Normal
160807,Normal
160808,Normal
160809,Normal
160810,Normal
160811,Normal
160812,Normal
160813,Normal
160814,Normal
160815,Normal
160816,Normal
160817,Normal
160818,Normal
160819,Normal
160820,Normal
160821,Normal
160822,Normal
160823,Normal
160824,Normal
160825,Normal
160826,Normal
160827,Normal
160828,Normal
160829,Normal
160830,Normal
160831,Normal
160832,Normal
160833,Normal
160834,Normal
160835,Normal
160836,Normal
160837,Normal
160838,Normal
160839,Fraud
160840,Normal
160841,Normal
160842,Normal
160843,Normal
160844,Normal
160845,Normal
160846,Normal
160847,Normal
160848,Normal
160849,Normal
160850,Normal
160851,Normal
160852,Normal
160853,Normal
160854,Normal
160855,Normal
160856,Normal
160857,Normal
160858,Normal
160859,Normal
160860,Normal
160861,Normal
160862,Normal
160863,Normal
160864,Normal
160865,Normal
160866,Normal
160867,Normal
160868,Normal
160869,Normal
160870,Normal
160871,Normal
160872,Normal
160873,Normal
160874,Normal
160875,Normal
160876,Normal
160877,Normal
160878,Normal
160879,Normal
160880,Normal
160881,Normal
160882,Normal
160883,Normal
160884,Normal
160885,Normal
160886,Normal
160887,Normal
160888,Normal
160889,Normal
160890,Normal
160891,Normal
160892,Normal
160893,Fraud
160894,Normal
160895,Normal
160896,Normal
160897,Normal
160898,Normal
160899,Normal
160900,Normal
160901,Normal
160902,Normal
160903,Normal
160904,Normal
160905,Normal
160906,Normal
160907,Normal
160908,Normal
160909,Normal
160910,Normal
160911,Normal
160912,Normal
160913,Normal
160914,Normal
160915,Normal
160916,Normal
160917,Normal
160918,Normal
160919,Normal
160920,Normal
160921,Normal
160922,Normal
160923,Normal
160924,Normal
160925,Normal
160926,Normal
160927,Normal
160928,Normal
160929,Normal
160930,Normal
160931,Normal
160932,Normal
160933,Normal
160934,Normal
160935,Normal
160936,Normal
160937,Normal
160938,Normal
160939,Normal
160940,Normal
160941,Normal
160942,Normal
160943,Normal
160944,Normal
160945,Normal
160946,Normal
160947,Normal
160948,Normal
160949,Normal
160950,Normal
160951,Normal
160952,Normal
160953,Normal
160954,Normal
160955,Normal
160956,Normal
160957,Normal
160958,Normal
160959,Normal
160960,Normal
160961,Normal
160962,Fraud
160963,Normal
160964,Normal
160965,Normal
160966,Normal
160967,Normal
160968,Normal
160969,Normal
160970,Normal
160971,Normal
160972,Normal
160973,Normal
160974,Normal
160975,Normal
160976,Normal
160977,Normal
160978,Normal
160979,Normal
160980,Normal
160981,Normal
160982,Normal
160983,Normal
160984,Normal
160985,Normal
160986,Normal
160987,Normal
160988,Normal
160989,Normal
160990,Normal
160991,Normal
160992,Normal
160993,Normal
160994,Normal
160995,Normal
160996,Normal
160997,Normal
160998,Normal
160999,Normal
161000,Normal
161001,Normal
161002,Normal
161003,Normal
161004,Normal
161005,Normal
161006,Normal
161007,Normal
161008,Normal
161009,Normal
161010,Normal
161011,Normal
161012,Normal
161013,Normal
161014,Normal
161015,Normal
161016,Normal
161017,Normal
161018,Normal
161019,Normal
161020,Normal
161021,Normal
161022,Normal
161023,Normal
161024,Normal
161025,Normal
161026,Normal
161027,Normal
161028,Normal
161029,Normal
161030,Normal
161031,Normal
161032,Normal
161033,Normal
161034,Normal
161035,Normal
161036,Normal
161037,Normal
161038,Normal
161039,Normal
161040,Normal
161041,Normal
161042,Normal
161043,Normal
161044,Normal
161045,Normal
161046,Normal
161047,Normal
161048,Normal
161049,Normal
161050,Normal
161051,Normal
161052,Normal
161053,Normal
161054,Normal
161055,Normal
161056,Normal
161057,Normal
161058,Normal
161059,Normal
161060,Normal
161061,Normal
161062,Normal
161063,Normal
161064,Normal
161065,Normal
161066,Normal
161067,Normal
161068,Normal
161069,Normal
161070,Normal
161071,Normal
161072,Normal
161073,Normal
161074,Normal
161075,Normal
161076,Normal
161077,Normal
161078,Normal
161079,Normal
161080,Normal
161081,Normal
161082,Normal
161083,Normal
161084,Normal
161085,Normal
161086,Normal
161087,Fraud
161088,Normal
161089,Normal
161090,Normal
161091,Normal
161092,Normal
161093,Normal
161094,Normal
161095,Normal
161096,Normal
161097,Normal
161098,Normal
161099,Normal
161100,Normal
161101,Normal
161102,Normal
161103,Normal
161104,Normal
161105,Normal
161106,Normal
161107,Normal
161108,Normal
161109,Normal
161110,Normal
161111,Normal
161112,Normal
161113,Normal
161114,Normal
161115,Normal
161116,Normal
161117,Normal
161118,Normal
161119,Normal
161120,Normal
161121,Normal
161122,Normal
161123,Normal
161124,Normal
161125,Normal
161126,Normal
161127,Normal
161128,Normal
161129,Normal
161130,Normal
161131,Normal
161132,Normal
161133,Normal
161134,Normal
161135,Normal
161136,Normal
161137,Normal
161138,Normal
161139,Normal
161140,Normal
161141,Normal
161142,Normal
161143,Normal
161144,Normal
161145,Normal
161146,Normal
161147,Normal
161148,Normal
161149,Normal
161150,Normal
161151,Normal
161152,Normal
161153,Normal
161154,Normal
161155,Normal
161156,Normal
161157,Normal
161158,Normal
161159,Normal
161160,Normal
161161,Normal
161162,Normal
161163,Normal
161164,Normal
161165,Normal
161166,Normal
161167,Normal
161168,Normal
161169,Normal
161170,Normal
161171,Normal
161172,Normal
161173,Normal
161174,Normal
161175,Normal
161176,Normal
161177,Normal
161178,Normal
161179,Normal
161180,Normal
161181,Normal
161182,Normal
161183,Normal
161184,Normal
161185,Normal
161186,Normal
161187,Normal
161188,Normal
161189,Normal
161190,Normal
161191,Normal
161192,Normal
161193,Normal
161194,Normal
161195,Normal
161196,Normal
161197,Normal
161198,Fraud
161199,Normal
161200,Normal
161201,Normal
161202,Normal
161203,Normal
161204,Normal
161205,Normal
161206,Normal
161207,Normal
161208,Normal
161209,Normal
161210,Normal
161211,Normal
161212,Fraud
161213,Normal
161214,Normal
161215,Normal
161216,Normal
161217,Normal
161218,Normal
161219,Normal
161220,Fraud
161221,Normal
161222,Normal
161223,Normal
161224,Normal
161225,Normal
161226,Normal
161227,Normal
161228,Normal
161229,Normal
161230,Normal
161231,Normal
161232,Normal
161233,Normal
161234,Normal
161235,Normal
161236,Normal
161237,Normal
161238,Normal
161239,Normal
161240,Normal
161241,Normal
161242,Normal
161243,Normal
161244,Normal
161245,Normal
161246,Normal
161247,Normal
161248,Normal
161249,Normal
161250,Normal
161251,Normal
161252,Normal
161253,Fraud
161254,Normal
161255,Normal
161256,Normal
161257,Normal
161258,Fraud
161259,Normal
161260,Normal
161261,Normal
161262,Normal
161263,Normal
161264,Normal
161265,Normal
161266,Normal
161267,Normal
161268,Normal
161269,Normal
161270,Normal
161271,Normal
161272,Normal
161273,Normal
161274,Normal
161275,Normal
161276,Normal
161277,Normal
161278,Normal
161279,Normal
161280,Normal
161281,Normal
161282,Normal
161283,Normal
161284,Normal
161285,Normal
161286,Normal
161287,Normal
161288,Normal
161289,Normal
161290,Normal
161291,Normal
161292,Normal
161293,Normal
161294,Normal
161295,Normal
161296,Normal
161297,Fraud
161298,Normal
161299,Normal
161300,Normal
161301,Normal
161302,Normal
161303,Normal
161304,Normal
161305,Normal
161306,Normal
161307,Normal
161308,Normal
161309,Normal
161310,Normal
161311,Normal
161312,Normal
161313,Normal
161314,Normal
161315,Normal
161316,Normal
161317,Normal
161318,Normal
161319,Normal
161320,Normal
161321,Normal
161322,Normal
161323,Normal
161324,Normal
161325,Normal
161326,Normal
161327,Normal
161328,Normal
161329,Normal
161330,Normal
161331,Normal
161332,Normal
161333,Normal
161334,Normal
161335,Normal
161336,Normal
161337,Normal
161338,Normal
161339,Normal
161340,Normal
161341,Normal
161342,Normal
161343,Normal
161344,Normal
161345,Normal
161346,Normal
161347,Normal
161348,Normal
161349,Normal
161350,Normal
161351,Normal
161352,Normal
161353,Normal
161354,Normal
161355,Normal
161356,Normal
161357,Normal
161358,Normal
161359,Normal
161360,Normal
161361,Normal
161362,Normal
161363,Normal
161364,Normal
161365,Normal
161366,Normal
161367,Normal
161368,Normal
161369,Normal
161370,Normal
161371,Normal
161372,Normal
161373,Normal
161374,Normal
161375,Normal
161376,Normal
161377,Normal
161378,Normal
161379,Normal
161380,Normal
161381,Normal
161382,Normal
161383,Normal
161384,Normal
161385,Normal
161386,Fraud
161387,Normal
161388,Normal
161389,Normal
161390,Normal
161391,Normal
161392,Normal
161393,Normal
161394,Normal
161395,Normal
161396,Normal
161397,Normal
161398,Normal
161399,Normal
161400,Normal
161401,Normal
161402,Normal
161403,Normal
161404,Normal
161405,Normal
161406,Normal
161407,Normal
161408,Normal
161409,Normal
161410,Normal
161411,Normal
161412,Normal
161413,Normal
161414,Normal
161415,Normal
161416,Normal
161417,Normal
161418,Normal
161419,Normal
161420,Normal
161421,Normal
161422,Normal
161423,Normal
161424,Normal
161425,Normal
161426,Normal
161427,Normal
161428,Normal
161429,Normal
161430,Normal
161431,Normal
161432,Normal
161433,Normal
161434,Normal
161435,Normal
161436,Normal
161437,Normal
161438,Normal
161439,Normal
161440,Normal
161441,Normal
161442,Normal
161443,Normal
161444,Normal
161445,Normal
161446,Normal
161447,Normal
161448,Normal
161449,Normal
161450,Normal
161451,Normal
161452,Normal
161453,Normal
161454,Normal
161455,Normal
161456,Normal
161457,Normal
161458,Normal
161459,Normal
161460,Normal
161461,Normal
161462,Normal
161463,Normal
161464,Normal
161465,Normal
161466,Normal
161467,Normal
161468,Normal
161469,Normal
161470,Normal
161471,Normal
161472,Normal
161473,Normal
161474,Normal
161475,Normal
161476,Normal
161477,Normal
161478,Normal
161479,Normal
161480,Normal
161481,Normal
161482,Normal
161483,Normal
161484,Normal
161485,Normal
161486,Normal
161487,Normal
161488,Normal
161489,Normal
161490,Normal
161491,Normal
161492,Normal
161493,Normal
161494,Normal
161495,Normal
161496,Normal
161497,Normal
161498,Normal
161499,Normal
161500,Normal
161501,Normal
161502,Normal
161503,Normal
161504,Normal
161505,Normal
161506,Normal
161507,Fraud
161508,Normal
161509,Normal
161510,Normal
161511,Normal
161512,Normal
161513,Normal
161514,Normal
161515,Normal
161516,Normal
161517,Normal
161518,Normal
161519,Normal
161520,Normal
161521,Normal
161522,Normal
161523,Normal
161524,Normal
161525,Normal
161526,Normal
161527,Normal
161528,Normal
161529,Fraud
161530,Normal
161531,Normal
161532,Normal
161533,Normal
161534,Normal
161535,Normal
161536,Normal
161537,Normal
161538,Normal
161539,Normal
161540,Normal
161541,Normal
161542,Normal
161543,Normal
161544,Normal
161545,Normal
161546,Normal
161547,Normal
161548,Normal
161549,Normal
161550,Normal
161551,Normal
161552,Normal
161553,Normal
161554,Normal
161555,Normal
161556,Normal
161557,Normal
161558,Normal
161559,Normal
161560,Normal
161561,Normal
161562,Normal
161563,Normal
161564,Normal
161565,Normal
161566,Normal
161567,Normal
161568,Normal
161569,Normal
161570,Normal
161571,Normal
161572,Normal
161573,Normal
161574,Normal
161575,Normal
161576,Normal
161577,Normal
161578,Normal
161579,Normal
161580,Normal
161581,Normal
161582,Normal
161583,Normal
161584,Normal
161585,Normal
161586,Normal
161587,Normal
161588,Normal
161589,Normal
161590,Normal
161591,Normal
161592,Normal
161593,Normal
161594,Normal
161595,Normal
161596,Normal
161597,Normal
161598,Normal
161599,Normal
161600,Normal
161601,Normal
161602,Normal
161603,Normal
161604,Normal
161605,Normal
161606,Normal
161607,Normal
161608,Normal
161609,Normal
161610,Normal
161611,Normal
161612,Normal
161613,Normal
161614,Normal
161615,Normal
161616,Normal
161617,Normal
161618,Normal
161619,Normal
161620,Normal
161621,Normal
161622,Normal
161623,Normal
161624,Normal
161625,Normal
161626,Normal
161627,Normal
161628,Normal
161629,Normal
161630,Normal
161631,Normal
161632,Normal
161633,Normal
161634,Normal
161635,Normal
161636,Normal
161637,Normal
161638,Normal
161639,Normal
161640,Normal
161641,Normal
161642,Normal
161643,Normal
161644,Normal
161645,Normal
161646,Normal
161647,Normal
161648,Normal
161649,Normal
161650,Normal
161651,Normal
161652,Normal
161653,Normal
161654,Normal
161655,Normal
161656,Normal
161657,Normal
161658,Normal
161659,Normal
161660,Normal
161661,Normal
161662,Normal
161663,Normal
161664,Normal
161665,Normal
161666,Normal
161667,Normal
161668,Normal
161669,Normal
161670,Normal
161671,Normal
161672,Normal
161673,Normal
161674,Normal
161675,Normal
161676,Normal
161677,Normal
161678,Normal
161679,Normal
161680,Normal
161681,Normal
161682,Normal
161683,Normal
161684,Normal
161685,Normal
161686,Normal
161687,Normal
161688,Normal
161689,Normal
161690,Normal
161691,Normal
161692,Normal
161693,Normal
161694,Normal
161695,Normal
161696,Normal
161697,Normal
161698,Normal
161699,Normal
161700,Normal
161701,Normal
161702,Normal
161703,Normal
161704,Normal
161705,Normal
161706,Normal
161707,Normal
161708,Normal
161709,Normal
161710,Normal
161711,Normal
161712,Normal
161713,Normal
161714,Normal
161715,Normal
161716,Normal
161717,Normal
161718,Normal
161719,Normal
161720,Normal
161721,Normal
161722,Normal
161723,Fraud
161724,Normal
161725,Normal
161726,Normal
161727,Normal
161728,Normal
161729,Normal
161730,Normal
161731,Normal
161732,Normal
161733,Normal
161734,Normal
161735,Normal
161736,Normal
161737,Normal
161738,Normal
161739,Normal
161740,Normal
161741,Normal
161742,Normal
161743,Normal
161744,Normal
161745,Normal
161746,Normal
161747,Normal
161748,Normal
161749,Normal
161750,Normal
161751,Normal
161752,Normal
161753,Normal
161754,Normal
161755,Normal
161756,Normal
161757,Normal
161758,Normal
161759,Normal
161760,Fraud
161761,Normal
161762,Normal
161763,Normal
161764,Normal
161765,Normal
161766,Normal
161767,Normal
161768,Normal
161769,Normal
161770,Normal
161771,Normal
161772,Normal
161773,Normal
161774,Normal
161775,Normal
161776,Normal
161777,Normal
161778,Normal
161779,Normal
161780,Normal
161781,Normal
161782,Normal
161783,Normal
161784,Normal
161785,Normal
161786,Normal
161787,Normal
161788,Normal
161789,Normal
161790,Normal
161791,Normal
161792,Normal
161793,Normal
161794,Normal
161795,Normal
161796,Normal
161797,Normal
161798,Normal
161799,Normal
161800,Normal
161801,Fraud
161802,Normal
161803,Normal
161804,Normal
161805,Normal
161806,Normal
161807,Normal
161808,Normal
161809,Normal
161810,Normal
161811,Normal
161812,Normal
161813,Normal
161814,Normal
161815,Normal
161816,Normal
161817,Normal
161818,Normal
161819,Normal
161820,Normal
161821,Normal
161822,Normal
161823,Normal
161824,Normal
161825,Normal
161826,Normal
161827,Normal
161828,Normal
161829,Normal
161830,Normal
161831,Normal
161832,Normal
161833,Normal
161834,Normal
161835,Normal
161836,Normal
161837,Normal
161838,Normal
161839,Normal
161840,Normal
161841,Normal
161842,Normal
161843,Normal
161844,Normal
161845,Normal
161846,Normal
161847,Normal
161848,Normal
161849,Normal
161850,Normal
161851,Normal
161852,Normal
161853,Normal
161854,Normal
161855,Normal
161856,Normal
161857,Normal
161858,Normal
161859,Normal
161860,Normal
161861,Normal
161862,Normal
161863,Normal
161864,Normal
161865,Normal
161866,Normal
161867,Normal
161868,Normal
161869,Normal
161870,Normal
161871,Normal
161872,Normal
161873,Normal
161874,Normal
161875,Normal
161876,Normal
161877,Normal
161878,Normal
161879,Normal
161880,Normal
161881,Normal
161882,Normal
161883,Normal
161884,Normal
161885,Normal
161886,Normal
161887,Normal
161888,Normal
161889,Fraud
161890,Normal
161891,Normal
161892,Normal
161893,Normal
161894,Normal
161895,Normal
161896,Normal
161897,Normal
161898,Normal
161899,Fraud
161900,Normal
161901,Normal
161902,Normal
161903,Normal
161904,Normal
161905,Normal
161906,Normal
161907,Normal
161908,Normal
161909,Normal
161910,Normal
161911,Normal
161912,Normal
161913,Normal
161914,Normal
161915,Normal
161916,Normal
161917,Normal
161918,Normal
161919,Normal
161920,Normal
161921,Normal
161922,Normal
161923,Normal
161924,Normal
161925,Normal
161926,Normal
161927,Normal
161928,Normal
161929,Normal
161930,Normal
161931,Normal
161932,Normal
161933,Normal
161934,Normal
161935,Normal
161936,Normal
161937,Normal
161938,Normal
161939,Normal
161940,Normal
161941,Normal
161942,Normal
161943,Normal
161944,Normal
161945,Fraud
161946,Normal
161947,Normal
161948,Normal
161949,Normal
161950,Normal
161951,Normal
161952,Normal
161953,Normal
161954,Normal
161955,Normal
161956,Normal
161957,Normal
161958,Normal
161959,Normal
161960,Normal
161961,Normal
161962,Normal
161963,Normal
161964,Normal
161965,Normal
161966,Normal
161967,Normal
161968,Normal
161969,Normal
161970,Normal
161971,Normal
161972,Normal
161973,Normal
161974,Normal
161975,Normal
161976,Normal
161977,Normal
161978,Normal
161979,Normal
161980,Normal
161981,Normal
161982,Normal
161983,Normal
161984,Normal
161985,Normal
161986,Normal
161987,Normal
161988,Normal
161989,Normal
161990,Normal
161991,Normal
161992,Normal
161993,Normal
161994,Normal
161995,Normal
161996,Normal
161997,Normal
161998,Normal
161999,Normal
162000,Normal
162001,Fraud
162002,Normal
162003,Normal
162004,Normal
162005,Normal
162006,Normal
162007,Normal
162008,Normal
162009,Fraud
162010,Normal
162011,Normal
162012,Normal
162013,Normal
162014,Normal
162015,Normal
162016,Normal
162017,Normal
162018,Normal
162019,Normal
162020,Normal
162021,Normal
162022,Normal
162023,Normal
162024,Normal
162025,Normal
162026,Normal
162027,Normal
162028,Normal
162029,Normal
162030,Normal
162031,Fraud
162032,Normal
162033,Normal
162034,Normal
162035,Normal
162036,Normal
162037,Normal
162038,Normal
162039,Normal
162040,Normal
162041,Normal
162042,Normal
162043,Normal
162044,Normal
162045,Normal
162046,Normal
162047,Normal
162048,Normal
162049,Normal
162050,Normal
162051,Normal
162052,Fraud
162053,Normal
162054,Normal
162055,Normal
162056,Normal
162057,Normal
162058,Normal
162059,Normal
162060,Normal
162061,Normal
162062,Normal
162063,Normal
162064,Normal
162065,Normal
162066,Normal
162067,Normal
162068,Normal
162069,Normal
162070,Normal
162071,Normal
162072,Normal
162073,Normal
162074,Normal
162075,Normal
162076,Normal
162077,Normal
162078,Normal
162079,Normal
162080,Normal
162081,Normal
162082,Normal
162083,Normal
162084,Normal
162085,Normal
162086,Normal
162087,Normal
162088,Normal
162089,Normal
162090,Normal
162091,Normal
162092,Fraud
162093,Normal
162094,Normal
162095,Normal
162096,Normal
162097,Normal
162098,Normal
162099,Normal
162100,Normal
162101,Normal
162102,Normal
162103,Normal
162104,Normal
162105,Normal
162106,Normal
162107,Normal
162108,Normal
162109,Normal
162110,Normal
162111,Normal
162112,Normal
162113,Normal
162114,Normal
162115,Normal
162116,Normal
162117,Normal
162118,Normal
162119,Normal
162120,Normal
162121,Normal
162122,Normal
162123,Normal
162124,Normal
162125,Normal
162126,Normal
162127,Normal
162128,Normal
162129,Normal
162130,Normal
162131,Normal
162132,Normal
162133,Normal
162134,Normal
162135,Normal
162136,Normal
162137,Normal
162138,Normal
162139,Normal
162140,Normal
162141,Fraud
162142,Normal
162143,Normal
162144,Normal
162145,Normal
162146,Normal
162147,Normal
162148,Normal
162149,Normal
162150,Normal
162151,Normal
162152,Normal
162153,Normal
162154,Normal
162155,Normal
162156,Normal
162157,Normal
162158,Normal
162159,Normal
162160,Normal
162161,Normal
162162,Normal
162163,Normal
162164,Normal
162165,Normal
162166,Normal
162167,Normal
162168,Normal
162169,Normal
162170,Normal
162171,Normal
162172,Normal
162173,Normal
162174,Normal
162175,Normal
162176,Normal
162177,Normal
162178,Normal
162179,Normal
162180,Normal
162181,Normal
162182,Normal
162183,Normal
162184,Normal
162185,Normal
162186,Normal
162187,Fraud
162188,Normal
162189,Normal
162190,Normal
162191,Normal
162192,Normal
162193,Normal
162194,Normal
162195,Normal
162196,Normal
162197,Normal
162198,Normal
162199,Normal
162200,Normal
162201,Normal
162202,Normal
162203,Normal
162204,Normal
162205,Normal
162206,Normal
162207,Normal
162208,Normal
162209,Normal
162210,Normal
162211,Normal
162212,Normal
162213,Normal
162214,Normal
162215,Normal
162216,Normal
162217,Normal
162218,Normal
162219,Normal
162220,Normal
162221,Normal
162222,Normal
162223,Normal
162224,Normal
162225,Normal
162226,Normal
162227,Normal
162228,Normal
162229,Normal
162230,Normal
162231,Normal
162232,Normal
162233,Normal
162234,Normal
162235,Normal
162236,Normal
162237,Normal
162238,Normal
162239,Normal
162240,Normal
162241,Normal
162242,Normal
162243,Normal
162244,Normal
162245,Normal
162246,Normal
162247,Normal
162248,Normal
162249,Normal
162250,Normal
162251,Normal
162252,Normal
162253,Normal
162254,Normal
162255,Normal
162256,Normal
162257,Normal
162258,Normal
162259,Normal
162260,Normal
162261,Normal
162262,Normal
162263,Normal
162264,Normal
162265,Normal
162266,Normal
162267,Normal
162268,Normal
162269,Normal
162270,Normal
162271,Normal
162272,Normal
162273,Normal
162274,Normal
162275,Normal
162276,Normal
162277,Normal
162278,Normal
162279,Normal
162280,Normal
162281,Normal
162282,Normal
162283,Normal
162284,Normal
162285,Normal
162286,Normal
162287,Normal
162288,Normal
162289,Normal
162290,Normal
162291,Normal
162292,Normal
162293,Normal
162294,Normal
162295,Normal
162296,Normal
162297,Normal
162298,Normal
162299,Normal
162300,Normal
162301,Normal
162302,Normal
162303,Normal
162304,Normal
162305,Normal
162306,Normal
162307,Normal
162308,Normal
162309,Normal
162310,Normal
162311,Normal
162312,Normal
162313,Normal
162314,Normal
162315,Normal
162316,Normal
162317,Normal
162318,Normal
162319,Normal
162320,Normal
162321,Normal
162322,Normal
162323,Fraud
162324,Normal
162325,Normal
162326,Normal
162327,Normal
162328,Normal
162329,Normal
162330,Normal
162331,Normal
162332,Normal
162333,Normal
162334,Normal
162335,Normal
162336,Normal
162337,Normal
162338,Normal
162339,Normal
162340,Normal
162341,Normal
162342,Normal
162343,Normal
162344,Normal
162345,Normal
162346,Normal
162347,Fraud
162348,Normal
162349,Normal
162350,Normal
162351,Normal
162352,Normal
162353,Normal
162354,Normal
162355,Normal
162356,Normal
162357,Normal
162358,Normal
162359,Normal
162360,Normal
162361,Normal
162362,Normal
162363,Normal
162364,Normal
162365,Normal
162366,Normal
162367,Normal
162368,Normal
162369,Normal
162370,Normal
162371,Normal
162372,Normal
162373,Normal
162374,Normal
162375,Normal
162376,Normal
162377,Normal
162378,Normal
162379,Normal
162380,Normal
162381,Normal
162382,Normal
162383,Normal
162384,Normal
162385,Normal
162386,Normal
162387,Normal
162388,Normal
162389,Normal
162390,Normal
162391,Normal
162392,Normal
162393,Normal
162394,Normal
